snapshot_at,source,channel_slug,channel_name,channel_type,format_key,name,label,width,height,duration,family,kind,best_for,devices,channels,placement_zones,viewer_types,required_elements,optional_elements,forbidden_elements,safe_areas,aliases,commercial_notes
2026-09-15T18:01:28+00:00,channel_catalog,samsung-tv-plus,Samsung TV Plus,ctv,ctv-16x9,Video Ads,16:9,1920,1080,,,,FAST sem assinatura,"[""ctv""]","[""ctv""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,samsung-tv-plus,Samsung TV Plus,ctv,iab-medium,Pause Ads,300×250,300,250,,,,marca no canal FAST,"[""ctv""]","[""ctv""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,sbt,SBT,portal,iab-medium,Display Ads,300×250,300,250,,,,"cobertura ampla em conteúdo de notícias, entretenimento e esportes no portal e ambiente digital do SBT","[""desktop"",""mobile"",""tablet""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,sbt,SBT,portal,ctv-16x9,Video Ads / Pre-roll,16:9,1920,1080,,,,"campanhas em vídeo em conteúdo de notícias e entretenimento, incluindo streaming +SBT e SBT News","[""desktop"",""mobile"",""ctv"",""app""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,sbt,SBT,portal,iab-leaderboard,Native Ads,728×90,728,90,,,,mensagens de marca integradas a conteúdo editorial de notícias e entretenimento,"[""desktop"",""mobile"",""tablet""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,sbt,SBT,portal,linkedin-landscape,Branded Content,1.91:1,1200,627,,,,projetos especiais com integração de marca em conteúdos e programas do SBT em ambiente digital,"[""desktop"",""mobile"",""ctv"",""app""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,sbt,SBT,portal,iab-medium,Projetos Copa 2026 (digital),300×250,300,250,,,,campanhas de grande alcance associadas à transmissão e cobertura digital da Copa do Mundo 2026,"[""desktop"",""mobile"",""ctv"",""app""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,sbt,SBT,portal,iab-medium,Display Ads (banners no portal SBT / SBT News),300×250,300,250,,,,"cobertura ampla em conteúdo de notícias, entretenimento e esportes no portal e ambiente digital do SBT","[""desktop"",""mobile"",""tablet""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,sbt,SBT,portal,ctv-16x9,Video Ads / Pre-roll em player de vídeo,16:9,1920,1080,,,,"campanhas em vídeo em conteúdo de notícias e entretenimento, incluindo streaming +SBT e SBT News","[""desktop"",""mobile"",""ctv"",""app""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,sbt,SBT,portal,iab-leaderboard,Native Ads / Conteúdo patrocinado em portal,728×90,728,90,,,,mensagens de marca integradas a conteúdo editorial de notícias e entretenimento,"[""desktop"",""mobile"",""tablet""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,sbt,SBT,portal,linkedin-landscape,Branded Content digital,1.91:1,1200,627,,,,projetos especiais com integração de marca em conteúdos e programas do SBT em ambiente digital,"[""desktop"",""mobile"",""ctv"",""app""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,sbt,SBT,portal,iab-medium,Projetos especiais ligados à Copa do Mundo 2026 (digital),300×250,300,250,,,,campanhas de grande alcance associadas à transmissão e cobertura digital da Copa do Mundo 2026,"[""desktop"",""mobile"",""ctv"",""app""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,experian-portal,Serasa,portal,iab-medium,Display,300×250,300,250,,,,intenção no portal,"[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,experian-portal,Serasa,portal,iab-leaderboard,Native Ads,728×90,728,90,,,,conteúdo de crédito,"[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,experian-dmp,Serasa Data (DMP),data,iab-leaderboard,Custom segments,Segmento,728,90,,,,ativar em mídia,"[""desktop"",""mobile"",""ctv""]","[""data""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,experian-dmp,Serasa Data (DMP),data,iab-leaderboard,Lookalike,Lookalike,728,90,,,,escala da base,"[""desktop"",""mobile""]","[""data""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,experian-dmp,Serasa Data (DMP),data,iab-leaderboard,Data enrichment,CRM match,728,90,,,,CRM match,"[""desktop""]","[""data""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,spotify,Spotify,audio,audio-bar,Audio Ads (Music & Podcasts / Audio Everywhere),15s/30s,728,90,,,,cobertura em escala em música e podcasts com presença constante de marca entre faixas de áudio,"[""audio"",""mobile"",""desktop"",""tablet"",""app""]","[""audio""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,spotify,Spotify,audio,iab-billboard,Video Ads (Video Takeover / Mobile Overlay),970×250,970,250,,,,impacto visual com som ligado em momentos de tela ativa dentro do app,"[""mobile"",""desktop"",""tablet"",""app""]","[""audio""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,spotify,Spotify,audio,audio-bar,Sponsored Session,15s/30s,728,90,,,,"troca clara de valor para brand awareness e consideração, oferecendo sessão sem anúncios após ver o vídeo","[""mobile"",""app""]","[""audio""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,spotify,Spotify,audio,audio-bar,Sponsored Playlist,Playlist,728,90,,,,associação prolongada da marca a playlists de alto consumo em momentos de uso recorrente,"[""mobile"",""desktop"",""tablet"",""app"",""audio""]","[""audio""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,spotify,Spotify,audio,audio-bar,Podcast Ads,Podcast,728,90,,,,afinidade e profundidade de mensagem em conteúdos de nicho e audiências engajadas,"[""audio"",""mobile"",""desktop"",""tablet"",""app""]","[""audio""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,techtudo,TechTudo,portal,iab-medium,Display,300×250,300,250,,,,campanhas de performance e awareness em páginas de conteúdo tech,"[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,techtudo,TechTudo,portal,iab-leaderboard,Native Ads,728×90,728,90,,,,conteúdo patrocinado com integração editorial,"[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,techtudo,TechTudo,portal,linkedin-landscape,Branded Content,1.91:1,1200,627,,,,ações de conteúdo e aprofundamento de marca,"[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,techtudo,TechTudo,portal,iab-medium,Reviews patrocinados,300×250,300,250,,,,lançamentos e consideração de compra,"[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,techtudo,TechTudo,portal,iab-medium,Video,300×250,300,250,,,,awareness e demonstração de produto,"[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,tiktok,TikTok,social,feed-1x1,In-Feed Ads,1:1,1080,1080,,,,alcance contínuo e descoberta no feed Para Você,"[""mobile"",""app""]","[""social""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,tiktok,TikTok,social,story-9x16,TopView,9:16,1080,1920,,,,alto impacto em lançamento e awareness,"[""mobile"",""app""]","[""social""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,tiktok,TikTok,social,iab-billboard,Brand Takeover,970×250,970,250,,,,takeover de abertura com 100% da tela,"[""mobile"",""app""]","[""social""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,tiktok,TikTok,social,story-9x16,Spark Ads,9:16,1080,1920,,,,impulsionar conteúdo orgânico de marca ou creators,"[""mobile"",""app""]","[""social""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,tiktok,TikTok,social,story-9x16,Branded Hashtag Challenge,9:16,1080,1920,,,,ativação participativa e UGC em larga escala,"[""mobile"",""app""]","[""social""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,tiktok,TikTok,social,story-9x16,Branded Effects,Efeito,1080,1920,,,,engajamento interativo e lembrança de marca,"[""mobile"",""app""]","[""social""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,tiktok,TikTok,social,iab-leaderboard,Search Ads,Busca,728,90,,,,capturar intenção em buscas dentro do TikTok,"[""mobile"",""app""]","[""social""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,tudogostoso,TudoGostoso,portal,iab-medium,Display,300×250,300,250,,,,receita,"[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,tudogostoso,TudoGostoso,portal,feed-4x5,Branded recipes,Receita,1080,1350,,,,marca na cozinha,"[""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,tudogostoso,TudoGostoso,portal,iab-leaderboard,Native Ads,728×90,728,90,,,,feed de receita,"[""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,twitch,Twitch,gaming,ctv-16x9,Video Ads (pre-roll e mid-roll em live stream),16:9,1920,1080,,,,awareness em transmissão ao vivo,"[""desktop"",""mobile"",""tablet"",""ctv""]","[""gaming""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,twitch,Twitch,gaming,iab-medium,Display SDA (banner no terço inferior da tela),300×250,300,250,,,,presença de marca durante a live,"[""desktop""]","[""gaming""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,twitch,Twitch,gaming,iab-medium,Display Homepage (Headliner / Super Leaderboard / Retângulo médio),300×250,300,250,,,,impacto em navegação e descoberta,"[""desktop"",""mobile""]","[""gaming""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,twitch,Twitch,gaming,feed-1x1,Mid‑feed Ads (imagem vertical em feed mobile),1:1,1080,1080,,,,impacto em navegação no app,"[""mobile""]","[""gaming""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,twitch,Twitch,gaming,linkedin-landscape,Branded Content / Patrocínio de streamers,1.91:1,1200,627,,,,associação de marca com criadores e comunidades,"[""desktop"",""mobile"",""tablet"",""ctv"",""app""]","[""gaming""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,uber,Uber,mobile,story-9x16,Splash,9:16,1080,1920,,,,abertura da corrida,"[""mobile"",""app""]","[""mobile""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,uber,Uber,mobile,feed-1x1,In-App Ads,In-app,1080,1080,,,,durante o deslocamento,"[""mobile"",""app""]","[""mobile""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,uber,Uber,mobile,iab-leaderboard,Receipt Ads,Recibo,728,90,,,,leitura no recibo,"[""mobile""]","[""mobile""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,uol,UOL,portal,iab-medium,"Display IAB (retângulos, super banner, skyscraper, rich media)",300×250,300,250,,,,alcance e presença em portais UOL,"[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,uol,UOL,portal,iab-billboard,Alto impacto / Takeover de Home,970×250,970,250,,,,impacto de marca em Home UOL e grandes lançamentos,"[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,uol,UOL,portal,ctv-16x9,"Vídeo em player (pre-roll, pos-roll, in-article, floating)",Pre-roll,1920,1080,,,,engajamento em conteúdo de vídeo UOL,"[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,uol,UOL,portal,iab-leaderboard,Native Ads / anúncios integrados ao conteúdo,728×90,728,90,,,,promoção de conteúdo e performance,"[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,uol,UOL,portal,linkedin-landscape,Projeto de conteúdo / branded content UOL,1.91:1,1200,627,,,,"storytelling, consideração e construção de marca","[""desktop"",""mobile"",""audio""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,uol,UOL,portal,iab-leaderboard,Newsletter e e-mail UOL,E-mail,728,90,,,,relacionamento recorrente e segmentação de audiência,"[""desktop"",""mobile""]","[""portal""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,youtube,YouTube,video,ctv-16x9,In-stream pulável (TrueView),In-stream,1920,1080,,,,alcance eficiente e consideração (views qualificados),"[""ctv"",""mobile"",""desktop"",""tablet"",""app""]","[""video""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,youtube,YouTube,video,ctv-16x9,In-stream não pulável,16:9,1920,1080,,,,reconhecimento de marca e mensagem completa,"[""ctv"",""mobile"",""desktop"",""tablet"",""app""]","[""video""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,youtube,YouTube,video,ctv-16x9,Bumper 6s,6s,1920,1080,,,,awareness rápido e reforço de mensagem,"[""ctv"",""mobile"",""desktop"",""tablet"",""app""]","[""video""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,youtube,YouTube,video,feed-4x5,In-feed (Discovery),4:5,1080,1350,,,,consideração e descoberta de conteúdo,"[""mobile"",""desktop"",""tablet"",""app""]","[""video""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,youtube,YouTube,video,story-9x16,Shorts Ads (vídeo vertical),9:16,1080,1920,,,,alcance mobile-first e engajamento em vídeo curto,"[""mobile"",""app""]","[""video""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,channel_catalog,youtube,YouTube,video,iab-billboard,Masthead (Home Takeover),Masthead,970,250,,,,"lançamento, alto alcance em curto período","[""ctv"",""mobile"",""desktop"",""tablet"",""app""]","[""video""]",[],[],[],[],[],{},[],{}
2026-09-15T18:01:28+00:00,creative_registry,,,,iab-billboard,Billboard,Billboard,970,250,,rich-display,banner,,"[""desktop""]","[""portal"",""programmatic""]","[""leaderboard""]","[""portal"",""isolated""]","[""logo"",""headline"",""cta""]","[""product"",""support"",""legal""]","[""ctv_button"",""site_menu"",""social_reactions"",""portal_chrome"",""social_reactions""]","{""inset_pct"":0}","[""billboard"",""iab-billboard-970x250""]",{}
2026-09-15T18:01:28+00:00,creative_registry,,,,iab-leaderboard,Leaderboard,Leaderboard,728,90,,compact-display,banner,,"[""desktop"",""mobile""]","[""portal"",""programmatic""]","[""leaderboard"",""sticky""]","[""portal"",""isolated""]","[""logo"",""headline"",""cta""]",[],"[""ctv_button"",""site_menu"",""social_reactions"",""product"",""lifestyle"",""legal"",""portal_chrome"",""social_reactions""]","{""inset_pct"":0}","[""leaderboard""]",{}
2026-09-15T18:01:28+00:00,creative_registry,,,,iab-medium,Medium rectangle,Medium rectangle,300,250,,standard-display,banner,,"[""desktop"",""mobile""]","[""portal"",""programmatic""]","[""in_feed""]","[""portal"",""isolated""]","[""logo"",""headline"",""cta""]","[""product"",""lifestyle""]","[""ctv_button"",""site_menu"",""social_reactions"",""portal_chrome"",""social_reactions""]","{""inset_pct"":0}","[""iab-medium-rectangle"",""iab-banner"",""medium-rectangle""]",{}
2026-09-15T18:01:28+00:00,creative_registry,,,,iab-halfpage,Half page,Half page,300,600,,rich-display,banner,,"[""desktop""]","[""portal"",""programmatic""]","[""rail""]","[""portal"",""isolated""]","[""logo"",""headline"",""cta""]","[""product"",""support"",""legal""]","[""ctv_button"",""site_menu"",""social_reactions"",""portal_chrome"",""social_reactions""]","{""inset_pct"":0}","[""iab-half-page"",""half-page""]",{}
2026-09-15T18:01:28+00:00,creative_registry,,,,iab-skyscraper,Skyscraper,Skyscraper,160,600,,compact-display,banner,,"[""desktop""]","[""portal"",""programmatic""]","[""rail""]","[""portal"",""isolated""]","[""logo"",""headline"",""cta""]","[""product""]","[""ctv_button"",""site_menu"",""social_reactions"",""portal_chrome"",""social_reactions""]","{""inset_pct"":0}","[""skyscraper"",""iab-wide-skyscraper""]",{}
2026-09-15T18:01:28+00:00,creative_registry,,,,iab-mobile,Mobile banner,Mobile banner,320,50,,compact-display,banner,,"[""mobile""]","[""portal"",""programmatic""]","[""sticky""]","[""portal"",""isolated""]","[""logo"",""headline"",""cta""]",[],"[""ctv_button"",""site_menu"",""social_reactions"",""product"",""lifestyle"",""legal"",""portal_chrome"",""social_reactions""]","{""inset_pct"":0}","[""iab-mobile-banner"",""mobile-banner""]",{}
2026-09-15T18:01:28+00:00,creative_registry,,,,native-infeed,Native in-feed,Native in-feed,300,250,,native,native,,"[""desktop"",""mobile""]","[""portal""]","[""in_feed""]","[""portal""]","[""headline"",""image""]","[""logo"",""support"",""cta""]","[""ctv_button"",""site_menu"",""social_reactions"",""billboard_chrome"",""portal_chrome"",""social_reactions""]","{""inset_pct"":0}","[""native""]",{}
2026-09-15T18:01:28+00:00,creative_registry,,,,hotspot,Hotspot,Hotspot,300,250,,interactive,interactive,,"[""desktop"",""mobile""]","[""portal""]","[""in_feed""]","[""portal""]","[""image"",""hotspot""]","[""logo"",""headline"",""cta""]","[""ctv_button"",""site_menu"",""social_reactions"",""portal_chrome"",""social_reactions""]","{""inset_pct"":0}","[""hotspots""]",{}
2026-09-15T18:01:28+00:00,creative_registry,,,,cartas,Cartas,Cartas,300,250,,interactive,interactive,,"[""desktop"",""mobile""]","[""portal""]","[""in_feed""]","[""portal""]","[""card_front"",""card_back""]","[""logo"",""cta""]","[""ctv_button"",""site_menu"",""social_reactions"",""portal_chrome"",""social_reactions""]","{""inset_pct"":0}","[""flip"",""cartas-flip""]",{}
2026-09-15T18:01:28+00:00,creative_registry,,,,puxe-descubra,Puxe e descubra,Puxe e descubra,300,250,,interactive,interactive,,"[""desktop"",""mobile""]","[""portal""]","[""in_feed""]","[""portal""]","[""cover"",""reveal""]","[""logo"",""cta""]","[""ctv_button"",""site_menu"",""social_reactions"",""portal_chrome"",""social_reactions""]","{""inset_pct"":0}","[""reveal""]",{}
2026-09-15T18:01:28+00:00,creative_registry,,,,arraste-descubra,Arraste e descubra,Arraste e descubra,300,250,,interactive,interactive,,"[""desktop"",""mobile""]","[""portal""]","[""in_feed""]","[""portal""]","[""before"",""after"",""handle""]","[""logo"",""cta""]","[""ctv_button"",""site_menu"",""social_reactions"",""portal_chrome"",""social_reactions""]","{""inset_pct"":0}","[""compare"",""before-after""]",{}
2026-09-15T18:01:28+00:00,creative_registry,,,,quiz,Quiz,Quiz,300,250,,interactive,interactive,,"[""desktop"",""mobile""]","[""portal""]","[""in_feed""]","[""portal""]","[""question"",""choices"",""result""]","[""logo"",""cta""]","[""ctv_button"",""site_menu"",""social_reactions"",""portal_chrome"",""social_reactions""]","{""inset_pct"":0}","[""quiz-infeed""]",{}
2026-09-15T18:01:28+00:00,creative_registry,,,,video-linear-15,Video 15s,Video 15s,1920,1080,,ctv-15,video,,"[""tv""]","[""ctv"",""youtube""]",[],"[""ctv""]","[""headline""]","[""logo"",""product"",""lifestyle""]","[""site_button"",""pill_cta"",""price"",""site_menu"",""portal_chrome"",""portal_chrome"",""social_reactions""]","{""inset_pct"":6}","[""ctv-video-linear-30"",""ctv-linear"",""netflix-anuncio-simulado""]",{}
2026-09-15T18:01:28+00:00,creative_registry,,,,video-cta-15,Video 15s + CTA,Video 15s + CTA,1920,1080,,ctv-15,video,,"[""tv""]","[""ctv"",""youtube""]",[],"[""ctv""]","[""headline"",""cta_instruction""]","[""logo"",""product""]","[""site_button"",""pill_cta"",""price"",""site_menu"",""portal_chrome"",""portal_chrome"",""social_reactions""]","{""inset_pct"":6}","[""ctv-video-cta""]",{}
2026-09-15T18:01:28+00:00,creative_registry,,,,video-qr-15,Video 15s + QR,Video 15s + QR,1920,1080,,ctv-15,video,,"[""tv""]","[""youtube""]",[],"[""ctv""]","[""headline"",""qr"",""cta_instruction""]","[""logo""]","[""site_button"",""pill_cta"",""price"",""site_menu"",""portal_chrome"",""portal_chrome"",""social_reactions""]","{""inset_pct"":6}","[""ctv-video-qr""]",{}
2026-09-15T18:01:28+00:00,creative_registry,,,,youtube-infeed,In-feed 16:9,In-feed 16:9,1920,1080,,youtube,video,,"[""desktop"",""tv""]","[""youtube""]",[],"[""youtube_infeed"",""ctv""]","[""headline""]","[""logo"",""thumbnail""]","[""site_button"",""pill_cta"",""price"",""site_menu"",""portal_chrome"",""portal_chrome"",""social_reactions""]","{""inset_pct"":0}",[],{}
2026-09-15T18:01:28+00:00,creative_registry,,,,feed-1x1,Feed 1:1,Feed 1:1,1080,1080,,social-square,social,,"[""mobile"",""desktop""]","[""instagram"",""facebook"",""linkedin""]",[],"[""social_feed""]","[""headline""]","[""logo"",""product"",""cta""]","[""portal_chrome"",""ctv_qr"",""portal_chrome"",""social_reactions""]","{""inset_pct"":0}","[""instagram-feed"",""facebook-feed"",""linkedin-feed""]",{}
2026-09-15T18:01:28+00:00,creative_registry,,,,feed-4x5,Feed 4:5,Feed 4:5,1080,1350,,social-portrait,social,,"[""mobile""]","[""instagram"",""facebook""]",[],"[""social_feed""]","[""headline""]","[""logo"",""product"",""cta""]","[""portal_chrome"",""ctv_qr"",""portal_chrome"",""social_reactions""]","{""inset_pct"":0}","[""instagram-feed-4x5"",""linkedin-portrait""]",{}
2026-09-15T18:01:28+00:00,creative_registry,,,,story-9x16,Stories,Stories,1080,1920,,social-story,social,,"[""mobile""]","[""instagram"",""facebook""]",[],"[""social_vertical""]","[""headline""]","[""logo"",""cta""]","[""portal_chrome"",""ctv_qr"",""portal_chrome"",""social_reactions""]","{""inset_pct"":8,""bottom_chrome"":true}","[""instagram-story""]",{}
2026-09-15T18:01:28+00:00,creative_registry,,,,reels-9x16,Reels,Reels,1080,1920,,social-story,social,,"[""mobile""]","[""instagram"",""tiktok"",""youtube""]",[],"[""social_vertical""]","[""headline""]","[""logo"",""cta""]","[""portal_chrome"",""ctv_qr"",""static_only"",""portal_chrome"",""social_reactions""]","{""inset_pct"":8,""bottom_chrome"":true}","[""instagram-reels"",""tiktok-vertical""]",{}
2026-09-15T18:01:28+00:00,creative_registry,,,,shorts-9x16,Shorts,Shorts,1080,1920,,social-story,social,,"[""mobile""]","[""youtube"",""tiktok""]",[],"[""social_vertical""]","[""headline""]","[""logo"",""cta""]","[""portal_chrome"",""ctv_qr"",""static_only"",""portal_chrome"",""social_reactions""]","{""inset_pct"":8,""bottom_chrome"":true}","[""youtube-shorts""]",{}
2026-09-15T18:01:28+00:00,creative_registry,,,,linkedin-landscape,LinkedIn,LinkedIn,1200,627,,social-landscape,social,,"[""desktop""]","[""linkedin""]",[],"[""linkedin""]","[""headline""]","[""logo"",""product"",""cta""]","[""portal_chrome"",""ctv_qr"",""portal_chrome"",""social_reactions""]","{""inset_pct"":0}","[""linkedin-share""]",{}
